# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-04-09 12:04:00 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08049500 W Fk Trinity Rv at Grand Prairie, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08049500
#            TS   parameter     statistic     Description
#        133233       00060     00001     Discharge, cubic feet per second (Maximum)
#        133234       00060     00002     Discharge, cubic feet per second (Minimum)
#        133235       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	133233_00060_00001	133233_00060_00001_cd	133234_00060_00002	133234_00060_00002_cd	133235_00060_00003	133235_00060_00003_cd
USGS	08049500	1942-12-10					167	A
USGS	08049500	1942-12-11					156	A
USGS	08049500	1942-12-12					155	A
USGS	08049500	1942-12-13					150	A
USGS	08049500	1942-12-14					139	A
USGS	08049500	1942-12-15					137	A
USGS	08049500	1942-12-16					137	A
USGS	08049500	1942-12-17					147	A
USGS	08049500	1942-12-18					125	A
USGS	08049500	1942-12-19					122	A
USGS	08049500	1942-12-20					122	A
USGS	08049500	1942-12-21					149	A
USGS	08049500	1942-12-22					368	A
USGS	08049500	1942-12-23					384	A
USGS	08049500	1942-12-24					267	A
USGS	08049500	1942-12-25					201	A
USGS	08049500	1942-12-26					189	A
USGS	08049500	1942-12-27					587	A
USGS	08049500	1942-12-28					294	A
USGS	08049500	1942-12-29					235	A
USGS	08049500	1942-12-30					182	A
USGS	08049500	1942-12-31					156	A
USGS	08049500	1943-01-01					153	A
USGS	08049500	1943-01-02					148	A
USGS	08049500	1943-01-03					147	A
USGS	08049500	1943-01-04					136	A
USGS	08049500	1943-01-05					136	A
USGS	08049500	1943-01-06					131	A
USGS	08049500	1943-01-07					137	A
USGS	08049500	1943-01-08					145	A
USGS	08049500	1943-01-09					142	A
USGS	08049500	1943-01-10					136	A
USGS	08049500	1943-01-11					132	A
USGS	08049500	1943-01-12					125	A
USGS	08049500	1943-01-13					124	A
USGS	08049500	1943-01-14					124	A
USGS	08049500	1943-01-15					122	A
USGS	08049500	1943-01-16					122	A
USGS	08049500	1943-01-17					118	A
USGS	08049500	1943-01-18					114	A
USGS	08049500	1943-01-19					107	A
USGS	08049500	1943-01-20					113	A
USGS	08049500	1943-01-21					106	A
USGS	08049500	1943-01-22					104	A
USGS	08049500	1943-01-23					110	A
USGS	08049500	1943-01-24					114	A
USGS	08049500	1943-01-25					108	A
USGS	08049500	1943-01-26					99.0	A
USGS	08049500	1943-01-27					97.0	A
USGS	08049500	1943-01-28					96.0	A
USGS	08049500	1943-01-29					96.0	A
USGS	08049500	1943-01-30					100	A
USGS	08049500	1943-01-31					104	A
USGS	08049500	1943-02-01					101	A
USGS	08049500	1943-02-02					100	A
USGS	08049500	1943-02-03					126	A
USGS	08049500	1943-02-04					160	A
USGS	08049500	1943-02-05					136	A
USGS	08049500	1943-02-06					131	A
USGS	08049500	1943-02-07					118	A
USGS	08049500	1943-02-08					103	A
USGS	08049500	1943-02-09					99.0	A
USGS	08049500	1943-02-10					97.0	A
USGS	08049500	1943-02-11					94.0	A
USGS	08049500	1943-02-12					112	A
USGS	08049500	1943-02-13					93.0	A
USGS	08049500	1943-02-14					88.0	A
USGS	08049500	1943-02-15					85.0	A
USGS	08049500	1943-02-16					84.0	A
USGS	08049500	1943-02-17					83.0	A
USGS	08049500	1943-02-18					84.0	A
USGS	08049500	1943-02-19					85.0	A
USGS	08049500	1943-02-20					86.0	A
USGS	08049500	1943-02-21					86.0	A
USGS	08049500	1943-02-22					87.0	A
USGS	08049500	1943-02-23					86.0	A
USGS	08049500	1943-02-24					85.0	A
USGS	08049500	1943-02-25					84.0	A
USGS	08049500	1943-02-26					82.0	A
USGS	08049500	1943-02-27					82.0	A
USGS	08049500	1943-02-28					81.0	A
USGS	08049500	1943-03-01					84.0	A
USGS	08049500	1943-03-02					86.0	A
USGS	08049500	1943-03-03					80.0	A
USGS	08049500	1943-03-04					83.0	A
USGS	08049500	1943-03-05					86.0	A
USGS	08049500	1943-03-06					86.0	A
USGS	08049500	1943-03-07					80.0	A
USGS	08049500	1943-03-08					82.0	A
USGS	08049500	1943-03-09					82.0	A
USGS	08049500	1943-03-10					82.0	A
USGS	08049500	1943-03-11					82.0	A
USGS	08049500	1943-03-12					262	A
USGS	08049500	1943-03-13					1040	A
USGS	08049500	1943-03-14					465	A
USGS	08049500	1943-03-15					257	A
USGS	08049500	1943-03-16					175	A
USGS	08049500	1943-03-17					158	A
USGS	08049500	1943-03-18					252	A
USGS	08049500	1943-03-19					350	A
USGS	08049500	1943-03-20					316	A
USGS	08049500	1943-03-21					189	A
USGS	08049500	1943-03-22					151	A
USGS	08049500	1943-03-23					134	A
USGS	08049500	1943-03-24					388	A
USGS	08049500	1943-03-25					3720	A
USGS	08049500	1943-03-26					2380	A
USGS	08049500	1943-03-27					926	A
USGS	08049500	1943-03-28					683	A
USGS	08049500	1943-03-29					808	A
USGS	08049500	1943-03-30					1100	A
USGS	08049500	1943-03-31					1560	A
USGS	08049500	1943-04-01					1850	A
USGS	08049500	1943-04-02					1910	A
USGS	08049500	1943-04-03					1880	A
USGS	08049500	1943-04-04					1850	A
USGS	08049500	1943-04-05					1700	A
USGS	08049500	1943-04-06					916	A
USGS	08049500	1943-04-07					465	A
USGS	08049500	1943-04-08					1010	A
USGS	08049500	1943-04-09					3890	A
USGS	08049500	1943-04-10					1030	A
USGS	08049500	1943-04-11					489	A
USGS	08049500	1943-04-12					384	A
USGS	08049500	1943-04-13					338	A
USGS	08049500	1943-04-14					269	A
USGS	08049500	1943-04-15					316	A
USGS	08049500	1943-04-16					489	A
USGS	08049500	1943-04-17					609	A
USGS	08049500	1943-04-18					989	A
USGS	08049500	1943-04-19					963	A
USGS	08049500	1943-04-20					758	A
USGS	08049500	1943-04-21					683	A
USGS	08049500	1943-04-22					658	A
USGS	08049500	1943-04-23					683	A
USGS	08049500	1943-04-24					708	A
USGS	08049500	1943-04-25					658	A
USGS	08049500	1943-04-26					489	A
USGS	08049500	1943-04-27					316	A
USGS	08049500	1943-04-28					234	A
USGS	08049500	1943-04-29					194	A
USGS	08049500	1943-04-30					163	A
USGS	08049500	1943-05-01					147	A
USGS	08049500	1943-05-02					136	A
USGS	08049500	1943-05-03					124	A
USGS	08049500	1943-05-04					118	A
USGS	08049500	1943-05-05					103	A
USGS	08049500	1943-05-06					97.0	A
USGS	08049500	1943-05-07					99.0	A
USGS	08049500	1943-05-08					771	A
USGS	08049500	1943-05-09					2440	A
USGS	08049500	1943-05-10					2690	A
USGS	08049500	1943-05-11					5330	A
USGS	08049500	1943-05-12					1870	A
USGS	08049500	1943-05-13					885	A
USGS	08049500	1943-05-14					963	A
USGS	08049500	1943-05-15					1310	A
USGS	08049500	1943-05-16					1450	A
USGS	08049500	1943-05-17					1420	A
USGS	08049500	1943-05-18					1390	A
USGS	08049500	1943-05-19					1340	A
USGS	08049500	1943-05-20					1100	A
USGS	08049500	1943-05-21					1040	A
USGS	08049500	1943-05-22					1100	A
USGS	08049500	1943-05-23					1590	A
USGS	08049500	1943-05-24					1200	A
USGS	08049500	1943-05-25					708	A
USGS	08049500	1943-05-26					419	A
USGS	08049500	1943-05-27					294	A
USGS	08049500	1943-05-28					234	A
USGS	08049500	1943-05-29					253	A
USGS	08049500	1943-05-30					525	A
USGS	08049500	1943-05-31					808	A
USGS	08049500	1943-06-01					783	A
USGS	08049500	1943-06-02					501	A
USGS	08049500	1943-06-03					263	A
USGS	08049500	1943-06-04					247	A
USGS	08049500	1943-06-05					224	A
USGS	08049500	1943-06-06					278	A
USGS	08049500	1943-06-07					2920	A
USGS	08049500	1943-06-08					3000	A
USGS	08049500	1943-06-09					2040	A
USGS	08049500	1943-06-10					2360	A
USGS	08049500	1943-06-11					2600	A
USGS	08049500	1943-06-12					2520	A
USGS	08049500	1943-06-13					2220	A
USGS	08049500	1943-06-14					1530	A
USGS	08049500	1943-06-15					1340	A
USGS	08049500	1943-06-16					1340	A
USGS	08049500	1943-06-17					902	A
USGS	08049500	1943-06-18					454	A
USGS	08049500	1943-06-19					294	A
USGS	08049500	1943-06-20					213	A
USGS	08049500	1943-06-21					158	A
USGS	08049500	1943-06-22					136	A
USGS	08049500	1943-06-23					122	A
USGS	08049500	1943-06-24					112	A
USGS	08049500	1943-06-25					107	A
USGS	08049500	1943-06-26					92.0	A
USGS	08049500	1943-06-27					86.0	A
USGS	08049500	1943-06-28					75.0	A
USGS	08049500	1943-06-29					72.0	A
USGS	08049500	1943-06-30					345	A
USGS	08049500	1943-07-01					143	A
USGS	08049500	1943-07-02					104	A
USGS	08049500	1943-07-03					86.0	A
USGS	08049500	1943-07-04					75.0	A
USGS	08049500	1943-07-05					63.0	A
USGS	08049500	1943-07-06					56.0	A
USGS	08049500	1943-07-07					59.0	A
USGS	08049500	1943-07-08					60.0	A
USGS	08049500	1943-07-09					55.0	A
USGS	08049500	1943-07-10					54.0	A
USGS	08049500	1943-07-11					54.0	A
USGS	08049500	1943-07-12					52.0	A
USGS	08049500	1943-07-13					52.0	A
USGS	08049500	1943-07-14					54.0	A
USGS	08049500	1943-07-15					51.0	A
USGS	08049500	1943-07-16					49.0	A
USGS	08049500	1943-07-17					47.0	A
USGS	08049500	1943-07-18					46.0	A
USGS	08049500	1943-07-19					43.0	A
USGS	08049500	1943-07-20					41.0	A
USGS	08049500	1943-07-21					44.0	A
USGS	08049500	1943-07-22					43.0	A
USGS	08049500	1943-07-23					40.0	A
USGS	08049500	1943-07-24					40.0	A
USGS	08049500	1943-07-25					39.0	A
USGS	08049500	1943-07-26					44.0	A
USGS	08049500	1943-07-27					50.0	A
USGS	08049500	1943-07-28					44.0	A
USGS	08049500	1943-07-29					42.0	A
USGS	08049500	1943-07-30					40.0	A
USGS	08049500	1943-07-31					40.0	A
USGS	08049500	1943-08-01					40.0	A
USGS	08049500	1943-08-02					39.0	A
USGS	08049500	1943-08-03					35.0	A
USGS	08049500	1943-08-04					38.0	A
USGS	08049500	1943-08-05					39.0	A
USGS	08049500	1943-08-06					38.0	A
USGS	08049500	1943-08-07					39.0	A
USGS	08049500	1943-08-08					39.0	A
USGS	08049500	1943-08-09					37.0	A
USGS	08049500	1943-08-10					32.0	A
USGS	08049500	1943-08-11					36.0	A
USGS	08049500	1943-08-12					37.0	A
USGS	08049500	1943-08-13					37.0	A
USGS	08049500	1943-08-14					89.0	A
USGS	08049500	1943-08-15					151	A
USGS	08049500	1943-08-16					94.0	A
USGS	08049500	1943-08-17					62.0	A
USGS	08049500	1943-08-18					49.0	A
USGS	08049500	1943-08-19					45.0	A
USGS	08049500	1943-08-20					44.0	A
USGS	08049500	1943-08-21					40.0	A
USGS	08049500	1943-08-22					39.0	A
USGS	08049500	1943-08-23					36.0	A
USGS	08049500	1943-08-24					32.0	A
USGS	08049500	1943-08-25					36.0	A
USGS	08049500	1943-08-26					79.0	A
USGS	08049500	1943-08-27					209	A
USGS	08049500	1943-08-28					182	A
USGS	08049500	1943-08-29					125	A
USGS	08049500	1943-08-30					80.0	A
USGS	08049500	1943-08-31					54.0	A
USGS	08049500	1943-09-01					48.0	A
USGS	08049500	1943-09-02					44.0	A
USGS	08049500	1943-09-03					42.0	A
USGS	08049500	1943-09-04					581	A
USGS	08049500	1943-09-05					3580	A
USGS	08049500	1943-09-06					508	A
USGS	08049500	1943-09-07					207	A
USGS	08049500	1943-09-08					132	A
USGS	08049500	1943-09-09					90.0	A
USGS	08049500	1943-09-10					71.0	A
USGS	08049500	1943-09-11					60.0	A
USGS	08049500	1943-09-12					53.0	A
USGS	08049500	1943-09-13					47.0	A
USGS	08049500	1943-09-14					43.0	A
USGS	08049500	1943-09-15					45.0	A
USGS	08049500	1943-09-16					48.0	A
USGS	08049500	1943-09-17					179	A
USGS	08049500	1943-09-18					153	A
USGS	08049500	1943-09-19					80.0	A
USGS	08049500	1943-09-20					53.0	A
USGS	08049500	1943-09-21					46.0	A
USGS	08049500	1943-09-22					48.0	A
USGS	08049500	1943-09-23					49.0	A
USGS	08049500	1943-09-24					50.0	A
USGS	08049500	1943-09-25					48.0	A
USGS	08049500	1943-09-26					47.0	A
USGS	08049500	1943-09-27					45.0	A
USGS	08049500	1943-09-28					46.0	A
USGS	08049500	1943-09-29					45.0	A
USGS	08049500	1943-09-30					136	A
USGS	08049500	1943-10-01					106	A
USGS	08049500	1943-10-02					177	A
USGS	08049500	1943-10-03					114	A
USGS	08049500	1943-10-04					65.0	A
USGS	08049500	1943-10-05					51.0	A
USGS	08049500	1943-10-06					52.0	A
USGS	08049500	1943-10-07					49.0	A
USGS	08049500	1943-10-08					49.0	A
USGS	08049500	1943-10-09					48.0	A
USGS	08049500	1943-10-10					47.0	A
USGS	08049500	1943-10-11					44.0	A
USGS	08049500	1943-10-12					39.0	A
USGS	08049500	1943-10-13					43.0	A
USGS	08049500	1943-10-14					45.0	A
USGS	08049500	1943-10-15					45.0	A
USGS	08049500	1943-10-16					44.0	A
USGS	08049500	1943-10-17					42.0	A
USGS	08049500	1943-10-18					39.0	A
USGS	08049500	1943-10-19					36.0	A
USGS	08049500	1943-10-20					40.0	A
USGS	08049500	1943-10-21					43.0	A
USGS	08049500	1943-10-22					42.0	A
USGS	08049500	1943-10-23					43.0	A
USGS	08049500	1943-10-24					45.0	A
USGS	08049500	1943-10-25					57.0	A
USGS	08049500	1943-10-26					49.0	A
USGS	08049500	1943-10-27					217	A
USGS	08049500	1943-10-28					159	A
USGS	08049500	1943-10-29					103	A
USGS	08049500	1943-10-30					75.0	A
USGS	08049500	1943-10-31					61.0	A
USGS	08049500	1943-11-01					57.0	A
USGS	08049500	1943-11-02					61.0	A
USGS	08049500	1943-11-03					55.0	A
USGS	08049500	1943-11-04					51.0	A
USGS	08049500	1943-11-05					44.0	A
USGS	08049500	1943-11-06					43.0	A
USGS	08049500	1943-11-07					39.0	A
USGS	08049500	1943-11-08					36.0	A
USGS	08049500	1943-11-09					43.0	A
USGS	08049500	1943-11-10					50.0	A
USGS	08049500	1943-11-11					46.0	A
USGS	08049500	1943-11-12					43.0	A
USGS	08049500	1943-11-13					41.0	A
USGS	08049500	1943-11-14					40.0	A
USGS	08049500	1943-11-15					41.0	A
USGS	08049500	1943-11-16					36.0	A
USGS	08049500	1943-11-17					39.0	A
USGS	08049500	1943-11-18					41.0	A
USGS	08049500	1943-11-19					48.0	A
USGS	08049500	1943-11-20					50.0	A
USGS	08049500	1943-11-21					46.0	A
USGS	08049500	1943-11-22					43.0	A
USGS	08049500	1943-11-23					36.0	A
USGS	08049500	1943-11-24					39.0	A
USGS	08049500	1943-11-25					42.0	A
USGS	08049500	1943-11-26					41.0	A
USGS	08049500	1943-11-27					39.0	A
USGS	08049500	1943-11-28					43.0	A
USGS	08049500	1943-11-29					43.0	A
USGS	08049500	1943-11-30					36.0	A
USGS	08049500	1943-12-01					40.0	A
USGS	08049500	1943-12-02					41.0	A
USGS	08049500	1943-12-03					42.0	A
USGS	08049500	1943-12-04					42.0	A
USGS	08049500	1943-12-05					43.0	A
USGS	08049500	1943-12-06					124	A
USGS	08049500	1943-12-07					114	A
USGS	08049500	1943-12-08					71.0	A
USGS	08049500	1943-12-09					68.0	A
USGS	08049500	1943-12-10					62.0	A
USGS	08049500	1943-12-11					88.0	A
USGS	08049500	1943-12-12					95.0	A
USGS	08049500	1943-12-13					60.0	A
USGS	08049500	1943-12-14					49.0	A
USGS	08049500	1943-12-15					47.0	A
USGS	08049500	1943-12-16					47.0	A
USGS	08049500	1943-12-17					48.0	A
USGS	08049500	1943-12-18					49.0	A
USGS	08049500	1943-12-19					50.0	A
USGS	08049500	1943-12-20					50.0	A
USGS	08049500	1943-12-21					46.0	A
USGS	08049500	1943-12-22					50.0	A
USGS	08049500	1943-12-23					51.0	A
USGS	08049500	1943-12-24					52.0	A
USGS	08049500	1943-12-25					57.0	A
USGS	08049500	1943-12-26					74.0	A
USGS	08049500	1943-12-27					63.0	A
USGS	08049500	1943-12-28					161	A
USGS	08049500	1943-12-29					134	A
USGS	08049500	1943-12-30					81.0	A
USGS	08049500	1943-12-31					72.0	A
USGS	08049500	1944-01-01					75.0	A
USGS	08049500	1944-01-02					268	A
USGS	08049500	1944-01-03					196	A
USGS	08049500	1944-01-04					147	A
USGS	08049500	1944-01-05					112	A
USGS	08049500	1944-01-06					86.0	A
USGS	08049500	1944-01-07					77.0	A
USGS	08049500	1944-01-08					88.0	A
USGS	08049500	1944-01-09					95.0	A
USGS	08049500	1944-01-10					74.0	A
USGS	08049500	1944-01-11					70.0	A
USGS	08049500	1944-01-12					68.0	A
USGS	08049500	1944-01-13					71.0	A
USGS	08049500	1944-01-14					90.0	A
USGS	08049500	1944-01-15					74.0	A
USGS	08049500	1944-01-16					68.0	A
USGS	08049500	1944-01-17					64.0	A
USGS	08049500	1944-01-18					63.0	A
USGS	08049500	1944-01-19					65.0	A
USGS	08049500	1944-01-20					64.0	A
USGS	08049500	1944-01-21					62.0	A
USGS	08049500	1944-01-22					63.0	A
USGS	08049500	1944-01-23					64.0	A
USGS	08049500	1944-01-24					60.0	A
USGS	08049500	1944-01-25					60.0	A
USGS	08049500	1944-01-26					87.0	A
USGS	08049500	1944-01-27					86.0	A
USGS	08049500	1944-01-28					106	A
USGS	08049500	1944-01-29					86.0	A
USGS	08049500	1944-01-30					79.0	A
USGS	08049500	1944-01-31					74.0	A
USGS	08049500	1944-02-01					75.0	A
USGS	08049500	1944-02-02					126	A
USGS	08049500	1944-02-03					230	A
USGS	08049500	1944-02-04					184	A
USGS	08049500	1944-02-05					135	A
USGS	08049500	1944-02-06					105	A
USGS	08049500	1944-02-07					90.0	A
USGS	08049500	1944-02-08					701	A
USGS	08049500	1944-02-09					1900	A
USGS	08049500	1944-02-10					1450	A
USGS	08049500	1944-02-11					1020	A
USGS	08049500	1944-02-12					480	A
USGS	08049500	1944-02-13					219	A
USGS	08049500	1944-02-14					186	A
USGS	08049500	1944-02-15					296	A
USGS	08049500	1944-02-16					202	A
USGS	08049500	1944-02-17					174	A
USGS	08049500	1944-02-18					196	A
USGS	08049500	1944-02-19					157	A
USGS	08049500	1944-02-20					154	A
USGS	08049500	1944-02-21					129	A
USGS	08049500	1944-02-22					124	A
USGS	08049500	1944-02-23					127	A
USGS	08049500	1944-02-24					129	A
USGS	08049500	1944-02-25					123	A
USGS	08049500	1944-02-26					178	A
USGS	08049500	1944-02-27					458	A
USGS	08049500	1944-02-28					3380	A
USGS	08049500	1944-02-29					3990	A
USGS	08049500	1944-03-01					2290	A
USGS	08049500	1944-03-02					2320	A
USGS	08049500	1944-03-03					2680	A
USGS	08049500	1944-03-04					3020	A
USGS	08049500	1944-03-05					2950	A
USGS	08049500	1944-03-06					2680	A
USGS	08049500	1944-03-07					2380	A
USGS	08049500	1944-03-08					1090	A
USGS	08049500	1944-03-09					534	A
USGS	08049500	1944-03-10					363	A
USGS	08049500	1944-03-11					380	A
USGS	08049500	1944-03-12					340	A
USGS	08049500	1944-03-13					274	A
USGS	08049500	1944-03-14					243	A
USGS	08049500	1944-03-15					215	A
USGS	08049500	1944-03-16					287	A
USGS	08049500	1944-03-17					592	A
USGS	08049500	1944-03-18					947	A
USGS	08049500	1944-03-19					1410	A
USGS	08049500	1944-03-20					680	A
USGS	08049500	1944-03-21					332	A
USGS	08049500	1944-03-22					294	A
USGS	08049500	1944-03-23					296	A
USGS	08049500	1944-03-24					252	A
USGS	08049500	1944-03-25					200	A
USGS	08049500	1944-03-26					178	A
USGS	08049500	1944-03-27					156	A
USGS	08049500	1944-03-28					145	A
USGS	08049500	1944-03-29					141	A
USGS	08049500	1944-03-30					174	A
USGS	08049500	1944-03-31					133	A
USGS	08049500	1944-04-01					129	A
USGS	08049500	1944-04-02					282	A
USGS	08049500	1944-04-03					184	A
USGS	08049500	1944-04-04					135	A
USGS	08049500	1944-04-05					793	A
USGS	08049500	1944-04-06					1790	A
USGS	08049500	1944-04-07					875	A
USGS	08049500	1944-04-08					432	A
USGS	08049500	1944-04-09					417	A
USGS	08049500	1944-04-10					461	A
USGS	08049500	1944-04-11					534	A
USGS	08049500	1944-04-12					620	A
USGS	08049500	1944-04-13					548	A
USGS	08049500	1944-04-14					519	A
USGS	08049500	1944-04-15					394	A
USGS	08049500	1944-04-16					245	A
USGS	08049500	1944-04-17					150	A
USGS	08049500	1944-04-18					114	A
USGS	08049500	1944-04-19					105	A
USGS	08049500	1944-04-20					99.0	A
USGS	08049500	1944-04-21					96.0	A
USGS	08049500	1944-04-22					154	A
USGS	08049500	1944-04-23					127	A
USGS	08049500	1944-04-24					126	A
USGS	08049500	1944-04-25					120	A
USGS	08049500	1944-04-26					87.0	A
USGS	08049500	1944-04-27					80.0	A
USGS	08049500	1944-04-28					79.0	A
USGS	08049500	1944-04-29					168	A
USGS	08049500	1944-04-30					1500	A
USGS	08049500	1944-05-01					1650	A
USGS	08049500	1944-05-02					6740	A
USGS	08049500	1944-05-03					5700	A
USGS	08049500	1944-05-04					2950	A
USGS	08049500	1944-05-05					2680	A
USGS	08049500	1944-05-06					1840	A
USGS	08049500	1944-05-07					875	A
USGS	08049500	1944-05-08					461	A
USGS	08049500	1944-05-09					335	A
USGS	08049500	1944-05-10					288	A
USGS	08049500	1944-05-11					236	A
USGS	08049500	1944-05-12					202	A
USGS	08049500	1944-05-13					180	A
USGS	08049500	1944-05-14					174	A
USGS	08049500	1944-05-15					154	A
USGS	08049500	1944-05-16					130	A
USGS	08049500	1944-05-17					121	A
USGS	08049500	1944-05-18					114	A
USGS	08049500	1944-05-19					110	A
USGS	08049500	1944-05-20					486	A
USGS	08049500	1944-05-21					261	A
USGS	08049500	1944-05-22					890	A
USGS	08049500	1944-05-23					2730	A
USGS	08049500	1944-05-24					995	A
USGS	08049500	1944-05-25					1440	A
USGS	08049500	1944-05-26					2220	A
USGS	08049500	1944-05-27					2220	A
USGS	08049500	1944-05-28					2760	A
USGS	08049500	1944-05-29					3580	A
USGS	08049500	1944-05-30					8300	A
USGS	08049500	1944-05-31					4780	A
USGS	08049500	1944-06-01					2640	A
USGS	08049500	1944-06-02					1740	A
USGS	08049500	1944-06-03					905	A
USGS	08049500	1944-06-04					577	A
USGS	08049500	1944-06-05					432	A
USGS	08049500	1944-06-06					368	A
USGS	08049500	1944-06-07					307	A
USGS	08049500	1944-06-08					286	A
USGS	08049500	1944-06-09					296	A
USGS	08049500	1944-06-10					248	A
USGS	08049500	1944-06-11					213	A
USGS	08049500	1944-06-12					202	A
USGS	08049500	1944-06-13					296	A
USGS	08049500	1944-06-14					217	A
USGS	08049500	1944-06-15					169	A
USGS	08049500	1944-06-16					145	A
USGS	08049500	1944-06-17					133	A
USGS	08049500	1944-06-18					123	A
USGS	08049500	1944-06-19					109	A
USGS	08049500	1944-06-20					103	A
USGS	08049500	1944-06-21					103	A
USGS	08049500	1944-06-22					94.0	A
USGS	08049500	1944-06-23					87.0	A
USGS	08049500	1944-06-24					87.0	A
USGS	08049500	1944-06-25					81.0	A
USGS	08049500	1944-06-26					79.0	A
USGS	08049500	1944-06-27					81.0	A
USGS	08049500	1944-06-28					85.0	A
USGS	08049500	1944-06-29					206	A
USGS	08049500	1944-06-30					400	A
USGS	08049500	1944-07-01					298	A
USGS	08049500	1944-07-02					176	A
USGS	08049500	1944-07-03					114	A
USGS	08049500	1944-07-04					91.0	A
USGS	08049500	1944-07-05					79.0	A
USGS	08049500	1944-07-06					74.0	A
USGS	08049500	1944-07-07					72.0	A
USGS	08049500	1944-07-08					68.0	A
USGS	08049500	1944-07-09					65.0	A
USGS	08049500	1944-07-10					60.0	A
USGS	08049500	1944-07-11					58.0	A
USGS	08049500	1944-07-12					60.0	A
USGS	08049500	1944-07-13					81.0	A
USGS	08049500	1944-07-14					94.0	A
USGS	08049500	1944-07-15					80.0	A
USGS	08049500	1944-07-16					72.0	A
USGS	08049500	1944-07-17					65.0	A
USGS	08049500	1944-07-18					62.0	A
USGS	08049500	1944-07-19					61.0	A
USGS	08049500	1944-07-20					59.0	A
USGS	08049500	1944-07-21					59.0	A
USGS	08049500	1944-07-22					67.0	A
USGS	08049500	1944-07-23					194	A
USGS	08049500	1944-07-24					283	A
USGS	08049500	1944-07-25					461	A
USGS	08049500	1944-07-26					490	A
USGS	08049500	1944-07-27					325	A
USGS	08049500	1944-07-28					184	A
USGS	08049500	1944-07-29					117	A
USGS	08049500	1944-07-30					92.0	A
USGS	08049500	1944-07-31					73.0	A
USGS	08049500	1944-08-01					65.0	A
USGS	08049500	1944-08-02					63.0	A
USGS	08049500	1944-08-03					57.0	A
USGS	08049500	1944-08-04					57.0	A
USGS	08049500	1944-08-05					56.0	A
USGS	08049500	1944-08-06					60.0	A
USGS	08049500	1944-08-07					55.0	A
USGS	08049500	1944-08-08					54.0	A
USGS	08049500	1944-08-09					56.0	A
USGS	08049500	1944-08-10					56.0	A
USGS	08049500	1944-08-11					55.0	A
USGS	08049500	1944-08-12					56.0	A
USGS	08049500	1944-08-13					62.0	A
USGS	08049500	1944-08-14					70.0	A
USGS	08049500	1944-08-15					53.0	A
USGS	08049500	1944-08-16					58.0	A
USGS	08049500	1944-08-17					244	A
USGS	08049500	1944-08-18					418	A
USGS	08049500	1944-08-19					374	A
USGS	08049500	1944-08-20					207	A
USGS	08049500	1944-08-21					117	A
USGS	08049500	1944-08-22					85.0	A
USGS	08049500	1944-08-23					71.0	A
USGS	08049500	1944-08-24					64.0	A
USGS	08049500	1944-08-25					60.0	A
USGS	08049500	1944-08-26					62.0	A
USGS	08049500	1944-08-27					94.0	A
USGS	08049500	1944-08-28					83.0	A
USGS	08049500	1944-08-29					98.0	A
USGS	08049500	1944-08-30					333	A
USGS	08049500	1944-08-31					876	A
USGS	08049500	1944-09-01					1480	A
USGS	08049500	1944-09-02					1140	A
USGS	08049500	1944-09-03					965	A
USGS	08049500	1944-09-04					592	A
USGS	08049500	1944-09-05					324	A
USGS	08049500	1944-09-06					241	A
USGS	08049500	1944-09-07					272	A
USGS	08049500	1944-09-08					245	A
USGS	08049500	1944-09-09					133	A
USGS	08049500	1944-09-10					100	A
USGS	08049500	1944-09-11					80.0	A
USGS	08049500	1944-09-12					72.0	A
USGS	08049500	1944-09-13					70.0	A
USGS	08049500	1944-09-14					70.0	A
USGS	08049500	1944-09-15					66.0	A
USGS	08049500	1944-09-16					64.0	A
USGS	08049500	1944-09-17					62.0	A
USGS	08049500	1944-09-18					56.0	A
USGS	08049500	1944-09-19					53.0	A
USGS	08049500	1944-09-20					57.0	A
USGS	08049500	1944-09-21					57.0	A
USGS	08049500	1944-09-22					56.0	A
USGS	08049500	1944-09-23					56.0	A
USGS	08049500	1944-09-24					55.0	A
USGS	08049500	1944-09-25					50.0	A
USGS	08049500	1944-09-26					50.0	A
USGS	08049500	1944-09-27					93.0	A
USGS	08049500	1944-09-28					401	A
USGS	08049500	1944-09-29					606	A
USGS	08049500	1944-09-30					526	A
USGS	08049500	1944-10-01					250	A
USGS	08049500	1944-10-02					155	A
USGS	08049500	1944-10-03					116	A
USGS	08049500	1944-10-04					466	A
USGS	08049500	1944-10-05					965	A
USGS	08049500	1944-10-06					845	A
